Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,35249133288.9284,36990732783.7308,39545920869.4963,43259612434.0189,72051116148.0838,73419211007.4915,74439627824.1491,73063500000.9803,69496735798.6131,71763156883.7707,75432216540.9218,76644400521.136,68415253068.2718
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,468573139250.95,527957538526.194,633714239797.637,762523255165.605,1352666800306.25,1422206484521.36,1464858797617.65,1292086768710.81,1320631381338.53,1462833446332.53,1644174835271.96,1668520366187.3,1644372278258.43
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,3274588936680.55,3182101939067.11,3537481540691.09,4113241766951.7,10076933482439.4,10261105002159.5,10615976272032,10306669247463,10547542985530.6,11397555336619.6,11457073674938.5,11782968929039.6,10845901024093.1
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,7716567263917.25,7845735663486.6,8625237733626.79,9675804291398.35,21065517287924,21316510680577.5,21996327244686.3,21904440888146.7,22653391943372.2,24223795431177.3,26352450117702.2,26916892986113.9,..
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1846557678858.12,2047031065026.03,2314322225877.23,2683390811016.86,10720903993610.1,11833482197223.7,12755768289745.4,13287040054360.4,13569980627868.9,14834229766065.1,16586777101494.7,17156128622048.8,17454153396870.2
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1842766054342.46,2042817041063.92,2309582280564.94,2677980213074.93,10700265350899.5,11810748348156.1,12731309124373.7,13261565445436.8,13543999977309.3,14805913863912.2,16555121218015.4,17123379371247.2,17420835248019.9
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,6590492526018.28,7166143619599,8842850733589.03,10141488215183,12635903316916.9,13188825535935.2,13489216575577.6,11667231581453.3,11963764271196.6,12640555958300.5,13678330614580.3,13363549848680.3,12933363276561.7
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,10150063252884.7,11093129759237.6,13508592893546.9,15744922966817.9,22432082553429.5,23441137793195.1,23764266963815.1,20476130622442,20408867237330,21601609622591.7,23155657495410.9,22828201129149.4,21960949545194.9
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,695516132611.66,796227166663.26,1004189934373.12,1330511314958.94,4074705077727.23,4329802436641.44,4041744187936.65,3094795378990.3,2961397287993.34,3326908116206.88,3421588877159.18,3491568511353.26,3217679452264.09
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,909476405002.106,1022113194337.31,1256700095891.63,1627208967045.54,4629809465599.21,4909012768810.51,4641860872954,3622133037888.2,3485628799867.33,3908898637610.25,4070373079777.92,4148183187257.79,3868307068397.35
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,7387776438160.3,8049787741385.65,9912138102011.71,11399581931162.5,14632642649230.2,15291976140967,15631276120897.1,13543830082660.1,13883444699831.6,14727943783142,15956518442929.4,15633997955351.1,15192652399779.1
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,425219188703.996,410697546588.163,422723561464.952,534800211930.781,1776150711867.5,1870887865768.49,2031730162755.01,1800110329488.2,1639129985247.7,1676975053897.49,1796279850832.3,1915099191967.21,1734071057010.89
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,162102263972.917,174116173890.062,197281660319.185,226393350920.849,575978151387.457,641669797660.562,678023563644.382,665794410711.911,671572811964.428,716948186184.384,764543929212.911,789537243675.88,801469943817.275
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,27345292426677.5,28497875152754,31950393478197.3,35564034458710.2,49059218436759,49658067563625.2,50752633575821.2,47965780900057,48977796338975.8,51201521626373.6,54405284903699.9,54846285453818.9,53255168549696.3
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,5906253561091.4,5994977399064.98,6735327226178.99,8028018379609.9,25141048332895,26562338492258.6,27471012811245.2,25940897345182.7,26151809852679.4,28866087354758.5,30647536029554.4,31357177768786.5,30032605030761.6
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,6369888750457.69,6496622925532.17,7295985756874.69,8684751170170.74,26923081448211.5,28523243496381.8,29565359867468.9,28015294861311.7,28180986838493.3,30970110408649.4,32869215496332.8,33680957266845.8,32350795694820.6
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,205813939996.97,227295358596.998,255069084599.539,310751074106.68,889579521926.625,965831920125.884,1036807352387.7,999690354041.435,930903842237.04,919474226980.617,959604463467.898,987263626955.732,955550161950.502
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,258521823202.305,275593890301.532,306909263344.766,347009511029.298,885743465109.462,992492158999.464,1057127836058.31,1078896616196.76,1105318283185.94,1192482879144.8,1271203826064.25,1350252498357.17,1383767789763.05
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,465871870449.608,504753408943.887,564093821517.396,660606024233.447,1785050448630.61,1967697876874.49,2104299978535.73,2086410313106.88,2039250773156.25,2110688903978.31,2228356756468.43,2332822025738.87,2330805085536.47
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,3517587452666.1,3726456381846.24,4247010409763.59,5106325375252.73,17608000389701.8,18978677563922.7,19700559349905.8,18473312885797,18522161217449.6,20557708097246.3,22535018912642.5,22961683332059.9,22521399760589.9
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2242465755431.33,2012048308089.64,2054973027040.79,2368315499919.04,6150593649949.81,6303189080239.61,6426823619044.39,5531155510354.61,5405520920068.15,6003763531340.16,5865831110516.88,5786726554928.08,4838097985061.95
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1925705028049.1,1731482311607.51,1773300252218.28,2023229633944.63,5288327452642.47,5431239202702.66,5460163132683.33,4653088092007.6,4527157303795.28,5046523256120.21,4897955761446.68,4841640251322.17,4007837786207.94
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2118889299200.43,1884432437951.77,1921340497700.76,2225083643774.64,5942622983733.29,6090301845617.56,6209426244963.11,5302256971775.61,5169862258291.88,5763511079852.59,5623101122795.78,5535010379191.35,4611107748612.96
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,207418545966.298,228179642875.729,255429165442.663,292219962276.936,817747803078.106,895723388795.454,967654804026.309,951978180250.786,950921527687.52,1039614232529.88,1075615110117.57,1131451684833.93,1130187942283.95
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,5970741847656.37,6125443508073.8,6904111272750.56,8196269775282.66,25744973604266.9,27318637221993.9,28250608405525.9,26827273590878.7,26991045980166.5,29651326854372.8,31434957234643.8,32252234228551.2,30980178559592.6
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,117473983984.689,126871458544.032,140262221828.581,162336144359.596,420914537116.372,459946112800.653,497811019787.332,497263761960.593,470822744409.825,486350413377.582,502363633203.449,531834685224.177,546661335346.153
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1531746222986.39,1641152542728.41,1885356842821.41,2184904551979.59,6195683414243.4,6307742047940.43,6561460119567.91,6439837796354.41,6722961960319.86,7241764591199.76,7336705281131.43,7729875233288.06,7328773718411.43
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,978015289158.734,969285996823.255,1077443062326.07,1271967632711.92,3576610117022.15,3548806416923.64,3563982238624.89,3132943747136.43,3146760043268.08,3267070786136.3,3388274443930.22,3430720936781.85,3098531138329.19
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,473751321132.928,455893938127.342,499423757952.941,593356688491.545,1729886735904,1619261331095.11,1592859036118.69,1428596681862.35,1451355166163.97,1431432476945.16,1341059504338.88,1366023640539.95,1214678560587.73
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,469763347128.89,452354212438.39,495473136757.494,588774588353.198,1717650707605.29,1605624651407.95,1578718422012.2,1414423855937.98,1435690886769.07,1415006506813.16,1324450475281.05,1348515292345.82,1198762615121.48
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,5854743134260.79,6000979292472.18,6766264566448.44,8036346846288.66,25315251676059.5,26852248108123.3,27750785274437.3,26333244714729.7,26516584318675.4,29153757737687.9,30917603112934.9,31709624259848.6,30433091189388.5
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,11324483674355.4,11701005616098,12357971049634.8,13244904088278.2,18031752018521.6,18637912373835,19339327561439.9,19801463926217.1,20279970339907.4,21199387143244.1,22340938595869.6,23182285203906,22587300006483.9
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,27282684105617.7,28458472196802.5,31848492628064.7,35456244725466.6,48490804597909.5,49149217411326,50192651469585.9,47383213168536.8,48288124360650.9,50395090974018.7,53327471505093.5,53791284572855,52059613762688.1
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,90947842452.4601,98118747587.5218,122149131929.737,151571751143.426,414363806132.821,432445578061.314,446975168776.243,370954636401.155,366640783079.732,399208351427.105,443035376761.848,433454622124.212,377607677758.984
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,3395627454.74412,3564053859.65798,4178053060.69634,4818328883.27559,8187035163.22642,8498098714.23933,9226348805.80855,9019943659.00476,9453367093.78928,10213198744.5181,10648756157.9936,10637424277.5219,9170736596.47727
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,26053316129150.4,27167091609749,30472518993901.8,33857505694163.8,45641024931446.8,46101860324218.2,47060942290187,44558051121128.2,45551709733193.2,47483868055092.8,50345397908613.2,50795259523739.9,49308104492761.5
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,255989031140.178,293685724768.71,318726172382,398206423909.425,1297362819141.69,1421498471964.17,1498314647966.99,1319824386706.79,1212331923187.34,1266378114995.4,1332425550522.63,1399441249557.88,1303276093315.24
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,129583662730.112,138664470849.797,165862880940.711,199638910298.86,494601957444.131,514362887783.044,530641145406.2,453038080061.14,445590885972.134,481184707055.394,529116349460.763,520736446922.87,455343539194.36
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,645870273837.063,677627487567.085,791002717916.674,917089339402.252,2300183795624.87,2360023451695.2,2584551170321.86,2700207657238.33,2926348779932.11,3348219136908.6,3436884615713.16,3596914996945.22,3351519770520.79
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,645870273837.063,677627487567.085,791002717916.674,917089339402.252,2300183795624.87,2360023451695.2,2584551170321.86,2700207657238.33,2926348779932.11,3348219136908.6,3436884615713.16,3596914996945.22,3351519770520.79
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,382624426175.664,417145670024.173,522392335561.648,649569376718.435,1630356351771.74,1735880177198.15,1803680014727.28,1650982515526.5,1542336352205.24,1642690038817.99,1721887825085.79,1770043307715.18,1685631629892.34
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,381998011477.48,416443375025.631,521682838646.596,648725839889.244,1629296447405.67,1734551914589.04,1802336897655.55,1649604920994.31,1540908583710.7,1641164325953.98,1720300618616.64,1768461055198.11,1684508652005.79
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,382624426175.664,417145670024.173,522392335561.648,649569376718.435,1630356351771.75,1735880177198.15,1803680014727.28,1650982515526.5,1542336352205.24,1642690038817.99,1721887825085.79,1770043307715.18,1685631629892.34
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,4323005063870.51,4359826749743.77,4880907723627.02,5851442294309.07,19119568261816.1,20544506060182.9,21189325154869.4,19893406918375.3,19793622358355.6,21911993146488.1,23580897831803.5,23979749026560.5,23104877770162.5
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,33447171142102.4,34724863149603.8,38947772548138.2,43883083091157.9,75172809759239.9,77331908388819.2,79468864487095.5,75233601708128.7,76417252932190.9,81326724569979.8,86343514250201.5,87607773878148.9,84705425882119
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,
Last Updated: 07/30/2021,,,,,,,,,,,,,,,,
